,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
44009,WITHDRAWN,GILAN JEWELRY CORPORATION,MARKET RESEARCH ANALYSTS AND MARKETING,MARKET RESEARCH ANALYST,N,45448,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44015,WITHDRAWN,"JONES LANG LASALLE AMERICAS, INC.",MARKET RESEARCH ANALYSTS AND MARKETING,RESEARCH ANALYST,N,56098,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
44024,WITHDRAWN,"OMNICOM MEDIA GROUP HOLDINGS, INC.",MARKET RESEARCH ANALYSTS AND MARKETING,DIGITAL ASSISTANT ACCOUNT EXECUTIVE,N,41059,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
44026,WITHDRAWN,INTUIT INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,"MARKETING MANAGER, ONLINE ACQUISITION",Y,91717,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
44038,WITHDRAWN,WPP GROUP USA INC.,MARKET RESEARCH ANALYSTS AND MARKETING,MARKETING FELLOW,Y,75442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44055,WITHDRAWN,GROUPM WORLDWIDE INC,MARKET RESEARCH ANALYSTS AND MARKETING,ANALYST,N,45448,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44056,WITHDRAWN,"HALLIBURTON ENERGY SERVICES, INC.",MARKET RESEARCH ANALYSTS AND MARKETING,MARKET & BUSINESS ANALYST,N,69430,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
44058,WITHDRAWN,GROUPM WORLDWIDE INC,MARKET RESEARCH ANALYSTS AND MARKETING,DATA ARCHITECT,N,45448,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44061,WITHDRAWN,"DHL AIR EXPRESS INTERNATIONAL USA, INC. D/B/A/ DHL GLOBAL FORWARDING",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,COMMERCIAL ANALYST,N,37690,2016,"HUMBLE, TEXAS",-95.2621553,29.9988312
44068,WITHDRAWN,HARVEST INVESTMENTS LTD.,MARKET RESEARCH ANALYSTS AND MARKETING,MARKET ANALYST,N,34424,2016,"BURR RIDGE, ILLINOIS",-87.9183919,41.7489203
44072,WITHDRAWN,GILAN JEWELRY CORPORATION,MARKET RESEARCH ANALYSTS AND MARKETING,US MARKETING AND WHOLESALE DIRECTOR,N,59738,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44075,WITHDRAWN,YOUNG & RUBICAM INC.- COHN & WOLFE,MARKET RESEARCH ANALYSTS AND MARKETING,ACCOUNT SUPERVISOR,Y,74672,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44084,WITHDRAWN,"SODEXO, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,SENIOR BRANDS AND COMMUNICATIONS ANALYST,N,36338,2016,"GAITHERSBURG, MARYLAND",-77.2013705,39.1434406
44090,WITHDRAWN,"NETAPP, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,SALES OPERATIONS PROGRAM MANAGER,Y,96706,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
44109,WITHDRAWN,"SYSCOM (USA), INC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,BUSINESS DEVELOPMENT/MARKETING SPECIALIST,N,44824,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44119,WITHDRAWN,GOOGLE INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,ANALYTICAL LEAD,Y,78957,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
44125,WITHDRAWN,"L BRANDS DIRECT MARKETING, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,"ANALYST, CUSTOMER ANALYTICS",N,38438,2016,"REYNOLDSBURG, OHIO",-82.8121191,39.9547861
44128,WITHDRAWN,PENN SCHOEN & BERLAND ASSOCIATES LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,RESEARCH ANALYST,N,44824,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44148,WITHDRAWN,STATE STREET BANK AND TRUST COMPANY,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,BUSINESS ANALYST,N,41662,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
44149,WITHDRAWN,"INTRALOX, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,BUSINESS DEVELOPMENT ANALYST,N,29536,2016,"HARAHAN, LOUISIANA",-90.2031313,29.9404826
44153,WITHDRAWN,"HENGTONG JUICE USA, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING ANALYST,N,50544,2016,"EDISON, NEW JERSEY",-74.4120953,40.5187154
44155,WITHDRAWN,SMMP HOLDINGS INC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING SPECIALIST,N,37086.4,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
44158,WITHDRAWN,"FCB WORLDWIDE, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,"ANALYST, STRATEGIC ANALYTICS",N,49005,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
44161,WITHDRAWN,METAVISION MEDIA LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,DATA ANALYST,N,44824,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44216,WITHDRAWN,"HOGARTH WORLDWIDE, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,TRANSCREATION SPECIALIST,N,44637,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44217,WITHDRAWN,"TRAILER PARK, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,SOCIAL MEDIA ANALYST,N,54330,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
44219,WITHDRAWN,"GLOBAL CONVERGENCE SOLUTIONS, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,INTERNATIONAL MARKET DEVELOPMENT SPECIALIST,N,60029,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44221,WITHDRAWN,"MEDIACOM WORLDWIDE, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,"SENIOR ANALYST, BUSINESS SCIENCE",N,60029,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44224,WITHDRAWN,ALPINE CAPITAL ADVISORS,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET OPERATIONS ANALYST,N,44636.8,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44232,WITHDRAWN,"TNS CUSTOM RESEARCH, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,RESEARCH ASSOCIATE,N,53206,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
44241,WITHDRAWN,GROUPM WORLDWIDE LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,DATA ANALYST,N,60029,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44250,WITHDRAWN,CUMMINS INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,COMMUNICATIONS SPECIALIST,N,47195,2016,"INDIANAPOLIS, INDIANA",-86.158068,39.768403
44260,WITHDRAWN,PHD MEDIA LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,ANALYST,N,60029,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44279,WITHDRAWN,EMERSON ELECTRIC CO,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,BUSINESS DEVELOPMENT MANAGER,Y,71323,2016,"SUNRISE, FLORIDA",-80.256595,26.1669711
44282,WITHDRAWN,NEWGEN WORLDWIDE,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING & TECHNOLOGY SPECIALIST,N,31948.8,2016,"PHOENIX, ARIZONA",-112.0740373,33.4483771
44297,WITHDRAWN,BOB DUFFY ASSOCIATES INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MANAGER OF STRATEGIC BUSINESS DEVELOPMENT,N,67953.6,2016,"POWAY, CALIFORNIA",-117.0358646,32.9628232
44307,WITHDRAWN,"TIMBUK2 DESIGNS, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,INTERNATIONAL RETAIL MARKETING ANALYST,N,68266,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
44326,WITHDRAWN,"GEOMETRY GLOBAL, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,CLIENT FINANCE MANAGER,N,54163,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44328,WITHDRAWN,"EVALUESERVE, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,RESEARCH MANAGER,N,43181,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
44330,WITHDRAWN,FINELINE TECHNOLOGIES INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,36504,2016,"NORCROSS, GEORGIA",-84.2135309,33.9412127
44349,WITHDRAWN,"WASHINGTON POLICY & ANALYSIS, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,ANALYST (NUCLEAR),N,59051,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
44352,WITHDRAWN,J. WALTER THOMPSON U.S.A. LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,BUSINESS STRATEGIST,Y,92976,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44368,WITHDRAWN,"NETAPP, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,PRODUCT MANAGER,Y,108680,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
44370,WITHDRAWN,"APOLLO EDUCATION GROUP, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,SEM ANALYST,N,45261,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
44559,WITHDRAWN,CUMMINS INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,BUSINESS DEVELOPMENT SPECIALIST - SENIOR,N,45843,2016,"COLUMBUS, INDIANA",-85.9213796,39.2014404
44686,WITHDRAWN,KIRSHENBAUM BOND SENECAL + PARTNERS,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,"ASSOCIATE DIRECTOR, PROGRAMMATIC MEDIA BUYING",Y,101899,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
44691,WITHDRAWN,"QUALCOMM TECHNOLOGIES, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,IP LICENSING ANALYST,N,52208,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
44707,WITHDRAWN,"PARKER TRUTEC, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,SALES ENGINEER - REPRESENTATIVE,N,48610,2016,"SPRINGFIELD, OHIO",-83.8088171,39.9242266
44729,WITHDRAWN,"QUANTIFIND, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST (PRE-SALES),Y,119704,2016,"MENLO PARK, NEW YORK",NA,NA
44875,WITHDRAWN,SEVEN BRIDGES GENOMICS INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,SCIENTIFIC MARKET ANALYST,Y,90106,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
44958,WITHDRAWN,COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MANAGER JC50 - MRA,Y,94682,2016,"EDISON, NEW JERSEY",-74.4120953,40.5187154
45106,WITHDRAWN,LINKMEDIA 360,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,DIGITAL MARKETING SPECIALIST,N,36795,2016,"INDEPENDENCE, OHIO",-81.6379033,41.3686645
45249,WITHDRAWN,PENN SCHOEN & BERLAND ASSOCIATES LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,ANALYST,N,45906,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
45424,WITHDRAWN,RICOH INNOVATIONS CORPORATION,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,PRODUCT MARKETING ASSOCIATE,Y,84573,2016,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
45432,WITHDRAWN,GROUPM WORLDWIDE LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,SENIOR DATA ANALYST,Y,77293,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
45433,WITHDRAWN,"PROOFHOUSE, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,"SENIOR ACCOUNT EXECUTIVE, INTERNATIONAL MARKETING",N,42557,2016,"NEW ORLEANS, LOUISIANA",-90.0715323,29.9510658
45449,WITHDRAWN,JPMORGAN CHASE AND CO.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING ANALYTICS ASSOCIATE,N,65998,2016,"WILMINGTON, DELAWARE",-75.5397878,39.7390721
45475,WITHDRAWN,"POSSIBLE WORLDWIDE, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,SENIOR ANALYTICS & IMPLEMENTATION SPECIALIST,Y,103542,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
45477,WITHDRAWN,MILLWARD BROWN LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,CLIENT ANALYST,N,50086,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
45518,WITHDRAWN,AMAZON CORPORATE LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING SPECIALIST II,N,64688,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
45539,WITHDRAWN,NEW YORK CITY FOOTBALL CLUB LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET ANALYST,N,45906,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
45615,WITHDRAWN,PANDUIT CORPORATION,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,SENIOR PRICING ANALYST,N,36317,2016,"TINLEY PARK, ILLINOIS",-87.7932939,41.5731442
45678,WITHDRAWN,HOMMILY INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,55994,2016,"CULVER CITY, CALIFORNIA",-118.3964665,34.0211224
45763,WITHDRAWN,J. WALTER THOMPSON USA LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,ANALYST,N,45906,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
45791,WITHDRAWN,EYEVERTISING LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET ANALYST,N,34882,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
46165,WITHDRAWN,"ADI WORLDLINK, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET ANALYST,N,45906,2016,"RIDGEFIELD PARK, NEW JERSEY",-74.0215285,40.8570442
46388,WITHDRAWN,OUTCLICK MEDIA,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,COMMUNITY RELATIONS ANALYST,N,39666,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
46396,WITHDRAWN,EAST WEST BANK,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET ANALYST - REAL ESTATE,N,45906,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
46489,WITHDRAWN,"DAITRON, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING COORDINATOR,N,30784,2016,"LINCOLN, NEBRASKA",-96.6851982,40.8257625
46536,WITHDRAWN,BCS PHARMA CORPORATION,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,54330,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
46551,WITHDRAWN,"SUNRISE FOOD TRADING, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,TRADE & FINANCE ASSOCIATES,N,46820.8,2016,"BRIDGEWATER, NEW JERSEY",-74.6049061,40.5939636
46557,WITHDRAWN,METROSPORTS INC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,45427,2016,"STIRLING, NEW JERSEY",NA,NA
46560,WITHDRAWN,HERB TEALIGHT INTEGRATED MEDICINE LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,45427,2016,"DENVILLE, NEW JERSEY",-74.4773775,40.8923212
46571,WITHDRAWN,"MARYMOUNT VILLA, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,BUSINESS DEVELOPMENT SPECIALIST,N,46134,2016,"SAN LEANDRO, CALIFORNIA",-122.1560768,37.7249296
46622,WITHDRAWN,JACOBE ENTERPRISES,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,39665.6,2016,"ANAHEIM, CALIFORNIA",-117.9145036,33.8352932
46737,WITHDRAWN,VALUE GROUP ENTERPRISES,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING RESEARCH ANALYST,N,39353.6,2016,"NORWALK, CALIFORNIA",-118.081733,33.9022367
46812,WITHDRAWN,"PGA TOUR, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING ASSOCIATE - SPORTS MARKETING STRATEGY AND BUSINESS,N,45906,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
46825,WITHDRAWN,IBM CORPORATION,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,BUSINESS ANALYST,N,61589,2016,"ARMONK, NEW YORK",-73.7140195,41.1264849
46855,WITHDRAWN,ALLIANCE CULTURAL MEDIA INC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH AND ANALYSTS AND MARKETING SPECIALIST,N,40040,2016,"CLARKSBURG, MARYLAND",-77.2794288,39.2387164
46861,WITHDRAWN,SOUTH AMERICAN HIDES AND LEATHER INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,33051,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
46863,WITHDRAWN,"SONIDA GROUP, INC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,ANALYST,N,45906,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
46869,WITHDRAWN,SOUTH AMERICAN HIDES AND LEATHER INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,33051,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
46872,WITHDRAWN,SCIENTIFIC GAMES CORPORATION,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,ASSOCIATE BUSINESS ANALYST,N,35651,2016,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
46892,WITHDRAWN,"NETAPP, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,PRODUCT MARKETING MANAGER,Y,84573,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
46901,WITHDRAWN,"HOUSTON INTERESTS, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,BUSINESS DEVELOPMENT ANALYST,N,37398,2016,"TULSA, OKLAHOMA",-95.992775,36.1539816
46915,WITHDRAWN,EMERSON PROCESS MANAGEMENT LLLP,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,BUSINESS DEVELOPMENT COORDINATOR,N,57949,2016,"SUNRISE, FLORIDA",-80.256595,26.1669711
46978,WITHDRAWN,"HOGARTH WORLDWIDE, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,ACCOUNT MANAGER,N,45906,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
47100,WITHDRAWN,"TRANSGAS DEVELOPMENT SYSTEMS, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,INTERNATIONAL RELATIONS ADVISOR (ANALYST),N,45906,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
47108,WITHDRAWN,"TRANSGAS DEVELOPMENT SYSTEMS, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,POLICY RESEARCH ANALYST,N,45906,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
47153,WITHDRAWN,SILICON VALLEY INTERNATIONAL EDUCATION GROUP,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING ANALYST,N,60445,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
47209,WITHDRAWN,SILICON VALLEY INTERNATIONAL EDUCATION GROUP,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING ANALYST,N,60445,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
47233,WITHDRAWN,HORIZON ADVANCED SYSTEMS INC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,DIGITAL MARKETING ANALYST,N,44928,2016,"IRVING, TEXAS",-96.9488945,32.8140177
47263,WITHDRAWN,"REDUXIO SYSTEMS, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING SPECIALIST,N,46134,2016,"SOUTH SAN FRANCISCO, CALIFORNIA",-122.4077498,37.654656
47294,WITHDRAWN,FUSION BAG COMPANY INC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING SPECIALIST,N,34486,2016,"ELKHART, INDIANA",-85.9766671,41.6819935
47298,WITHDRAWN,CHRONOS GLOBAL CONSULTING INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,ANALYTIC CONSULTANT,Y,70096,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
47318,WITHDRAWN,"SJE & CO TRADING, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET DEVELOPMENT ANALYST,N,34882,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
47497,WITHDRAWN,PROTECCION PLENITUD INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,33051,2016,"PEMBROKE PINES, FLORIDA",-80.2962555,26.007765
47502,WITHDRAWN,BROADREACH GROUP INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,RESEARCH ANALYST,N,45906,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
47521,WITHDRAWN,"EVERYTHING INDUSTRIAL CO., LTD.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING SPECIALIST,N,46134,2016,"FREMONT, CALIFORNIA",-121.9885719,37.5482697
47544,WITHDRAWN,HOU'S COFFEE ENTERPRISE LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,COFFEE BRAND MARKETING SPECIALIST,N,45261,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
47573,WITHDRAWN,TRANSCEND SOLUTIONS LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MKT RESEARCH ANALYST,N,45261,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
47727,WITHDRAWN,FIREFLY PROS INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,41142,2016,"SPRINGFIELD, PENNSYLVANIA",NA,NA
47799,WITHDRAWN,"RELATED PARTNERS, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,"MARKETING ANALYST, RELATED FINANCIAL SERVICES",N,61589,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
47840,WITHDRAWN,TASTE ANALYTICS LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,RESEARCH DATA SPECIALIST,N,43014,2016,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
47886,WITHDRAWN,SCIENTIFIC GAMES INTERNATIONAL INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,ASSOCIATE BUSINESS ANALYST,N,35651,2016,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
47937,WITHDRAWN,SCIENTIFIC GAMES INTERNATIONAL INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,ASSOCIATE BUSINESS ANALYST,N,35651,2016,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
47981,WITHDRAWN,SEAHORSE GRILL LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,BUSINESS DEVELOPMENT SPECIALIST,N,45906,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
48133,WITHDRAWN,PROFUSION COSMETICS CORP.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,BUSINESS DEVELOPMENT ANALYST,N,39353.6,2016,"POMONA, CALIFORNIA",-117.7499909,34.055103
48196,WITHDRAWN,BORDEN 51 REALTY LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,ACQUISITIONS ASSOCIATE,N,56492.8,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
48263,WITHDRAWN,SKY VISION INSURANCE AGENCY,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET ANALYST,N,39353.6,2016,"SAN MARINO, CALIFORNIA",-118.1064585,34.121397
48357,WITHDRAWN,"PARIS BAGUETTE BON DOUX, INC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,45905.6,2016,"137 W. COMMERCIAL AVE., NEW JERSEY",NA,NA
48406,WITHDRAWN,"BLUE FURNITURE SOLUTIONS, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET ANALYST,N,44824,2016,"MOCKSVILLE, NORTH CAROLINA",NA,NA
48416,WITHDRAWN,"PARIS BAGUETTE BON DOUX, INC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,45905.6,2016,"MOONACHIE, NEW JERSEY",-74.0451405,40.8412111
48474,WITHDRAWN,"HUASHI PARK IFS CENTER, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST & MARKETING SPECIALIST,N,50211.2,2016,"DULUTH, GEORGIA",-84.1446376,34.0028786
48524,WITHDRAWN,"BRANDS WITHIN REACH, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET & BUSINESS DEVELOPMENT SPECIALIST,N,39354,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
48559,WITHDRAWN,"TOP'S HANDBAG, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING & BUSINESS DEVELOPMENT SPECIALIST,N,39353.6,2016,"VERNON, CALIFORNIA",-118.230073,34.003903
48560,WITHDRAWN,NATURAL HEALTH TRENDS CORP,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING ANALYST,N,39354,2016,"MONTEREY PARK, CALIFORNIA",-118.1228476,34.0625106
